variable,rmse,mae,mape,r2,smape,nrmse,rmse_std,mae_std,mape_std,r2_std,smape_std,nrmse_std
DEWP.3(t),3.253,2.539,inf,0.528,20.82,0.156,2.483,1.888,,0.437,19.42,0.072
RAIN.3(t),0.45,0.102,inf,-2.697,98.416,,0.774,0.134,,9.672,2.834,
WSPM.3(t),0.833,0.621,inf,0.363,19.541,0.137,0.197,0.139,,0.184,3.366,0.022
PM2.5.4(t),35.421,24.22,50.506,0.661,19.173,0.134,18.288,11.882,22.077,0.239,8.285,0.047
PM10.4(t),46.002,30.764,44.286,0.633,17.058,0.13,19.625,11.462,17.441,0.188,3.842,0.038
SO2.4(t),9.896,6.363,79.819,0.093,24.469,0.162,7.629,4.484,58.724,1.442,9.323,0.086
NO2.4(t),335.485,53.174,35.954,0.559,13.393,0.137,1737.101,216.237,25.367,0.337,4.014,0.046
CO.4(t),469.833,331.255,35.301,0.512,14.314,0.149,249.401,168.258,19.534,0.409,4.958,0.058
O3.4(t),287.434,48.309,191.404,0.604,28.491,0.149,1446.291,170.362,222.297,0.259,11.313,0.053
TEMP.4(t),402.869,180.984,inf,-1515.261,25.109,2.087,1641.12,649.522,,8034.038,29.639,8.977
PRES.4(t),80.07,65.144,6.38,-2335.995,1.616,2.373,424.75,346.592,33.937,12798.013,8.348,12.265
DEWP.4(t),3.174,2.469,inf,0.531,19.947,0.153,2.5,1.926,,0.455,18.606,0.074
RAIN.4(t),0.429,0.093,inf,-0.725,98.509,,0.779,0.124,,2.661,2.737,
WSPM.4(t),0.793,0.608,inf,0.337,22.842,0.15,0.144,0.11,,0.214,8.215,0.027
PM2.5.5(t),39.145,26.52,60.158,0.619,20.358,0.138,20.15,13.329,42.661,0.254,6.934,0.052
PM10.5(t),55.464,39.32,64.197,0.54,19.858,0.143,22.304,14.676,40.546,0.197,3.852,0.032
SO2.5(t),9.049,6.043,70.812,-0.117,22.141,0.178,7.218,4.758,54.562,1.419,9.771,0.108
NO2.5(t),20.5,15.235,47.919,0.493,16.318,0.148,5.052,3.661,25.303,0.266,4.762,0.04
CO.5(t),540.93,387.807,39.678,0.37,15.878,0.171,313.28,215.522,24.1,0.509,5.973,0.069
O3.5(t),496.249,99.672,116.705,0.5,25.826,0.156,2577.932,444.962,93.895,0.441,10.47,0.06
TEMP.5(t),340.876,143.655,inf,-512.119,24.829,1.167,1413.494,533.699,,2740.748,29.187,4.808
PRES.5(t),2.534,1.901,0.188,0.626,0.094,0.13,2.045,1.581,0.154,0.42,0.078,0.071
DEWP.5(t),3.229,2.53,inf,0.53,20.914,0.155,2.463,1.902,,0.421,18.922,0.071
RAIN.5(t),0.408,0.112,inf,-0.458,98.372,,0.844,0.2,,2.487,3.023,
WSPM.5(t),0.731,0.545,inf,0.381,26.065,0.157,0.332,0.22,,0.154,8.289,0.029
