variable,rmse,mae,mape,r2,smape,nrmse,rmse_std,mae_std,mape_std,r2_std,smape_std,nrmse_std
RAIN.1(t),0.375,0.112,inf,-0.594,98.441,,0.993,0.2,,2.666,2.503,
WSPM.1(t),0.913,0.668,inf,0.343,18.791,0.162,0.278,0.187,,0.192,4.212,0.029
PM2.5.2(t),27.407,19.704,86.533,0.591,26.325,0.158,13.015,9.264,41.943,0.32,9.267,0.053
PM10.2(t),33.55,24.345,72.013,0.509,22.739,0.154,12.539,8.745,37.373,0.432,6.832,0.043
SO2.2(t),7.449,5.278,68.636,0.126,25.87,0.179,6.949,4.887,35.932,0.965,10.019,0.06
NO2.2(t),13.521,10.099,87.225,0.191,25.707,0.189,6.66,4.83,41.791,1.062,7.378,0.082
CO.2(t),428.885,300.866,48.455,0.445,18.873,0.163,289.183,191.095,23.746,0.315,5.516,0.041
O3.2(t),321.04,53.254,104.855,0.305,20.866,0.17,1618.429,189.285,122.117,0.776,11.252,0.085
TEMP.2(t),151.853,96.522,inf,-15.644,27.182,0.385,556.978,355.294,,71.268,29.827,0.907
PRES.2(t),3983.872,474.362,0.228,0.649,0.137,0.123,21807.788,2588.094,0.301,0.415,0.267,0.071
DEWP.2(t),3.104,2.447,inf,0.548,16.961,0.16,2.9,2.497,,0.373,16.04,0.07
RAIN.2(t),0.372,0.109,inf,-0.513,98.522,inf,0.998,0.197,,2.106,2.398,
WSPM.2(t),0.911,0.666,inf,0.345,18.734,0.162,0.278,0.185,,0.194,4.108,0.029
PM2.5.3(t),33.138,22.998,62.748,0.664,22.187,0.132,20.008,13.048,29.756,0.21,8.558,0.042
PM10.3(t),41.669,28.592,51.96,0.612,18.774,0.132,23.343,13.874,18.84,0.217,5.719,0.038
SO2.3(t),8.925,6.287,64.545,0.485,22.488,0.141,9.607,6.77,29.756,0.399,8.672,0.051
NO2.3(t),16.43,12.392,33.884,0.463,13.517,0.151,7.15,5.572,14.766,0.69,3.538,0.069
CO.3(t),562.836,369.81,38.008,0.503,14.981,0.148,425.712,243.596,24.124,0.315,5.286,0.045
O3.3(t),29.09,16.768,128.713,0.547,25.138,0.157,45.035,9.328,132.82,0.415,12.755,0.072
TEMP.3(t),189.981,104.113,inf,-13.064,25.995,0.379,705.157,378.576,,51.899,29.64,0.886
PRES.3(t),2830.597,239.128,0.198,0.664,0.111,0.118,15491.105,1299.901,0.21,0.389,0.15,0.073
DEWP.3(t),2.922,2.303,inf,0.65,16.213,0.14,3.231,2.8,,0.392,15.512,0.075
RAIN.3(t),0.259,0.085,inf,-1.301,98.665,inf,0.554,0.127,,4.087,1.85,
WSPM.3(t),0.847,0.622,inf,0.405,18.096,0.15,0.259,0.164,,0.216,2.946,0.024
PM2.5.4(t),30.044,20.782,53.388,0.677,19.838,0.132,18.101,11.964,23.15,0.219,6.435,0.048
PM10.4(t),36.522,25.6,44.293,0.637,17.497,0.133,21.495,13.214,15.759,0.213,5.216,0.039
SO2.4(t),9.37,6.358,72.712,-0.844,23.744,0.216,10.346,6.71,39.679,6.873,8.683,0.362
NO2.4(t),209.0,34.968,33.259,0.433,13.449,0.151,1053.528,121.82,13.19,0.7,4.166,0.064
CO.4(t),516.447,350.769,40.552,0.551,15.308,0.144,442.668,260.441,33.367,0.265,7.527,0.046
O3.4(t),331.939,59.24,203.01,0.476,29.731,0.165,1690.845,228.342,267.859,0.408,13.267,0.059
TEMP.4(t),190.104,101.905,inf,-15.228,26.046,0.385,706.043,370.948,,65.841,29.5,0.938
PRES.4(t),2830.633,239.187,0.204,0.665,0.114,0.12,15491.087,1299.934,0.209,0.381,0.151,0.071
DEWP.4(t),2.907,2.266,inf,0.63,16.247,0.143,3.07,2.708,,0.392,16.371,0.075
RAIN.4(t),0.263,0.085,inf,-1.409,98.514,,0.562,0.128,,5.537,2.107,
WSPM.4(t),0.795,0.596,inf,0.421,20.799,0.153,0.182,0.127,,0.182,6.67,0.02
PM2.5.5(t),32.689,23.367,61.629,0.666,21.28,0.139,17.995,12.081,36.04,0.182,6.597,0.044
PM10.5(t),44.828,32.563,61.058,0.575,20.163,0.145,18.606,11.476,26.455,0.189,5.038,0.038
SO2.5(t),9.185,5.858,58.684,-1.058,22.456,0.194,10.381,6.541,35.223,6.8,9.632,0.164
NO2.5(t),19.038,14.461,50.0,0.491,17.1,0.165,6.719,5.023,22.644,0.238,4.107,0.041
CO.5(t),518.967,356.848,37.54,0.451,15.456,0.155,392.281,245.319,21.256,0.348,4.715,0.051
O3.5(t),489.173,94.874,107.933,0.526,25.491,0.16,2557.532,426.619,74.779,0.422,11.14,0.049
TEMP.5(t),136.526,73.956,inf,-14.026,26.382,0.396,498.19,260.979,,60.587,30.113,0.967
PRES.5(t),2.292,1.784,0.176,0.691,0.088,0.122,1.81,1.59,0.155,0.311,0.078,0.066
DEWP.5(t),2.98,2.317,inf,0.57,16.644,0.151,2.787,2.416,,0.375,16.055,0.068
RAIN.5(t),0.242,0.1,inf,-0.718,98.714,inf,0.37,0.139,,2.485,1.944,
WSPM.5(t),0.773,0.563,inf,0.346,25.318,0.163,0.314,0.2,,0.193,7.884,0.024
PM2.5.6(t),28.848,19.944,73.634,0.567,22.445,0.151,14.578,9.295,55.003,0.432,6.144,0.058
PM10.6(t),38.086,26.521,66.978,0.53,22.315,0.139,17.224,10.971,26.718,0.322,6.249,0.041
SO2.6(t),7.829,5.298,67.533,0.317,25.503,0.162,9.234,6.471,34.87,0.446,9.874,0.052
NO2.6(t),15.209,11.626,79.868,0.21,23.642,0.186,5.976,4.237,44.288,0.628,5.952,0.057
CO.6(t),446.41,313.658,43.999,0.409,17.552,0.17,278.698,192.467,25.035,0.349,5.968,0.052
O3.6(t),314.195,43.564,154.141,0.475,26.401,0.172,1586.288,133.88,121.699,0.295,11.692,0.058
TEMP.6(t),156.679,98.263,inf,-22.939,26.946,0.403,570.166,365.691,,112.375,29.341,1.063
PRES.6(t),2.31,1.778,0.176,0.648,0.088,0.126,1.884,1.646,0.161,0.414,0.081,0.073
DEWP.6(t),3.177,2.536,inf,0.537,17.504,0.152,3.394,3.041,,0.443,17.032,0.078
RAIN.6(t),0.412,0.127,inf,-2.114,98.689,inf,0.948,0.263,,8.935,1.465,
WSPM.6(t),0.932,0.672,inf,0.248,20.239,0.156,0.26,0.182,,0.199,2.643,0.026
PM2.5.7(t),32.174,22.094,62.711,0.657,20.949,0.13,20.567,13.132,30.02,0.254,7.517,0.042
PM10.7(t),39.719,27.631,46.974,0.595,18.659,0.136,24.03,14.684,13.568,0.235,5.754,0.036
SO2.7(t),9.202,6.369,65.761,0.483,22.382,0.139,9.757,6.496,47.171,0.385,7.59,0.048
NO2.7(t),18.862,14.125,37.426,0.51,14.224,0.155,7.081,5.259,20.028,0.301,3.456,0.055
CO.7(t),564.547,374.048,36.079,0.482,15.472,0.155,397.19,235.351,14.736,0.396,4.756,0.048
O3.7(t),206.417,31.978,116.177,0.594,25.075,0.148,1011.393,85.823,67.582,0.344,9.15,0.058
TEMP.7(t),189.328,102.716,inf,-12.119,25.875,0.363,702.997,375.921,,52.536,29.293,0.837
PRES.7(t),2830.565,239.119,0.197,0.682,0.11,0.117,15491.095,1299.947,0.206,0.357,0.15,0.068
DEWP.7(t),2.881,2.27,inf,0.661,16.18,0.14,2.851,2.494,,0.306,14.939,0.065
RAIN.7(t),0.267,0.093,inf,-1.801,98.56,inf,0.552,0.133,,5.925,1.919,
WSPM.7(t),0.848,0.625,inf,0.409,18.076,0.15,0.26,0.17,,0.208,3.019,0.025
PM2.5.8(t),34.89,24.327,75.71,0.551,23.851,0.149,22.908,13.915,33.462,0.298,6.655,0.036
PM10.8(t),41.807,29.737,70.345,0.503,22.32,0.154,25.232,14.452,24.971,0.307,5.422,0.039
SO2.8(t),8.819,5.92,76.708,0.269,25.309,0.165,8.696,5.825,50.224,0.538,10.063,0.058
NO2.8(t),41.343,34.361,139.085,-33.342,21.628,0.374,123.487,109.305,480.306,184.714,13.321,1.09
CO.8(t),599.12,406.458,44.924,0.386,18.396,0.173,383.238,250.536,17.924,0.295,5.41,0.043
O3.8(t),270.029,53.177,164.807,0.519,27.714,0.171,1350.668,192.054,119.356,0.294,11.706,0.054
TEMP.8(t),155.418,86.239,inf,-22.86,26.531,0.391,576.393,307.324,,119.881,29.711,1.044
PRES.8(t),2.434,1.89,0.186,0.662,0.093,0.126,2.196,1.94,0.189,0.414,0.095,0.079
DEWP.8(t),2.998,2.369,inf,0.608,16.859,0.146,3.128,2.727,,0.388,16.551,0.074
RAIN.8(t),0.367,0.105,inf,-0.2,98.565,,0.639,0.156,,0.746,1.839,
WSPM.8(t),0.956,0.699,inf,0.306,21.212,0.16,0.265,0.175,,0.25,5.296,0.028
PM2.5.9(t),30.18,20.699,62.91,0.686,20.444,0.127,19.769,13.07,31.142,0.204,8.463,0.04
PM10.9(t),41.314,28.536,49.24,0.53,18.197,0.141,23.354,15.113,18.799,0.251,5.322,0.039
SO2.9(t),8.735,5.941,79.741,0.393,25.731,0.148,7.652,5.122,42.804,0.34,7.827,0.045
NO2.9(t),17.334,12.889,32.403,0.455,13.508,0.158,8.554,5.84,12.077,0.33,3.245,0.052
CO.9(t),544.488,352.094,33.503,0.503,13.788,0.143,438.37,249.038,16.011,0.296,4.356,0.039
O3.9(t),298.909,50.243,162.827,0.533,27.904,0.159,1509.33,178.887,200.884,0.522,11.997,0.071
TEMP.9(t),187.663,99.64,inf,-6.248,25.992,0.312,701.504,365.324,,25.628,29.06,0.616
PRES.9(t),2830.534,239.08,0.193,0.687,0.108,0.116,15491.105,1299.946,0.202,0.347,0.149,0.067
DEWP.9(t),2.921,2.294,inf,0.645,16.208,0.142,3.095,2.694,,0.367,15.314,0.072
RAIN.9(t),0.262,0.091,inf,-2.308,98.487,inf,0.553,0.133,,8.357,2.098,
WSPM.9(t),0.841,0.617,inf,0.414,17.9,0.149,0.252,0.161,,0.213,2.932,0.025
PM2.5.10(t),31.327,21.809,62.03,0.666,20.81,0.136,21.148,14.999,35.993,0.237,7.446,0.046
PM10.10(t),38.423,27.301,50.236,0.608,18.111,0.141,21.332,14.205,18.769,0.219,5.826,0.034
SO2.10(t),307.103,126.372,273.335,0.416,23.715,0.149,1144.264,462.085,829.57,0.37,19.064,0.051
NO2.10(t),1628.045,473.325,281.9,0.452,18.806,0.151,6232.445,1829.002,1044.568,0.507,19.258,0.058
CO.10(t),580.141,396.233,42.012,0.436,16.026,0.16,474.869,285.75,26.944,0.439,6.385,0.058
O3.10(t),425.039,72.966,347.54,-2.309,32.099,0.243,1499.11,191.294,804.263,15.716,16.279,0.496
TEMP.10(t),192.453,101.314,inf,-7.526,26.552,0.316,716.44,372.041,,34.682,28.903,0.671
PRES.10(t),2830.622,239.159,0.201,0.668,0.112,0.12,15491.112,1299.906,0.209,0.388,0.151,0.073
DEWP.10(t),3.05,2.405,inf,0.552,17.089,0.153,3.168,2.75,,0.428,16.734,0.079
RAIN.10(t),0.297,0.095,inf,-0.619,98.68,,0.581,0.152,,1.8,1.64,
WSPM.10(t),0.742,0.562,inf,0.345,23.129,0.161,0.173,0.119,,0.248,5.998,0.022
PM2.5.11(t),33.622,23.509,72.336,0.659,22.342,0.132,22.177,14.757,36.69,0.241,7.808,0.043
PM10.11(t),42.395,29.867,58.837,0.591,18.789,0.138,26.659,17.511,28.931,0.233,5.697,0.037
SO2.11(t),9.328,6.266,62.242,0.405,22.524,0.147,10.435,6.818,33.79,0.425,6.828,0.043
NO2.11(t),18.088,13.4,37.052,0.52,14.496,0.154,9.605,6.772,16.986,0.306,4.1,0.054
CO.11(t),531.079,356.308,36.939,0.55,14.871,0.141,411.538,246.926,22.072,0.252,5.72,0.037
O3.11(t),254.519,36.163,180.532,0.547,26.895,0.158,1274.473,107.765,293.391,0.429,12.262,0.064
TEMP.11(t),191.857,101.072,inf,-13.524,26.408,0.381,711.644,369.024,,55.148,29.353,0.892
PRES.11(t),2830.541,239.1,0.195,0.689,0.109,0.115,15491.118,1299.958,0.207,0.348,0.151,0.068
DEWP.11(t),2.966,2.335,inf,0.629,16.588,0.142,3.061,2.719,,0.378,15.781,0.072
RAIN.11(t),0.297,0.098,inf,-1.415,98.635,inf,0.574,0.135,,5.433,1.932,
WSPM.11(t),0.804,0.594,inf,0.421,18.733,0.151,0.222,0.143,,0.185,3.553,0.023
